province,district,municipality,adm1_pcode,adm2_pcode,adm3_pcode,total_households,population_total,population_male,population_female,average_household_size,sex_ratio,total_population_10_years_and_older,male_population_10_years_and_older,female_population_10_years_and_older,total_usually_economically_active_employed,male_usually_economically_active_employed,female_usually_economically_active_employed,total_usually_economically_active_unemployed,male_usually_economically_active_unemployed,female_usually_economically_active_unemployed,total_not_usually_economically_active,male_not_usually_economically_active,female_not_usually_economically_active,total_not_economically_active,male_not_economically_active,female_not_economically_active,total_economic_activity_not_stated,male_economic_activity_not_stated,female_economic_activity_not_stated,total_all_ages,total_00_04_yrs,total_05_09_yrs,total_10_14_yrs,total_15_19_yrs,total_20_24_yrs,total_25_29_yrs,total_30_34_yrs,total_35_39_yrs,total_40_44_yrs,total_45_49_yrs,total_50_54_yrs,total_55_59_yrs,total_60_64_yrs,total_65_69_yrs,total_70_74_yrs,total_75_79_yrs,total_80_84_yrs,total_85_89_yrs,total_90_94_yrs,total_95plus_yrs,male_all_ages,male_00_04_yrs,male_05_09_yrs,male_10_14_yrs,male_15_19_yrs,male_20_24_yrs,male_25_29_yrs,male_30_34_yrs,male_35_39_yrs,male_40_44_yrs,male_45_49_yrs,male_50_54_yrs,male_55_59_yrs,male_60_64_yrs,male_65_69_yrs,male_70_74_yrs,male_75_79_yrs,male_80_84_yrs,male_85_89_yrs,male_90_94_yrs,male_95plus_yrs,female_all_ages,female_00_04_yrs,female_05_09_yrs,female_10_14_yrs,female_15_19_yrs,female_20_24_yrs,female_25_29_yrs,female_30_34_yrs,female_35_39_yrs,female_40_44_yrs,female_45_49_yrs,female_50_54_yrs,female_55_59_yrs,female_60_64_yrs,female_65_69_yrs,female_70_74_yrs,female_75_79_yrs,female_80_84_yrs,female_85_89_yrs,female_90_94_yrs,female_95plus_yrs,total_children_5_17,male_children_5_17,female_children_5_17,currently_attending_school_male,currently_attending_school_female,oos_ever_attended_school_male,oos_ever_attended_school_female,oos_never_attended_school_male,oos_never_attended_school_female,currently_attending_school_total_pc,currently_attending_school_male_pc,currently_attending_school_female_pc,oos_ever_attended_school_total_pc,oos_ever_attended_school_male_pc,oos_ever_attended_school_female_pc,oos_never_attended_school_total_pc,oos_never_attended_school_male_pc,oos_never_attended_school_female_pc,population_15plus_total,population_15plus_male,population_15plus_female,literate_population_total,literate_population_male,literate_population_female,literacy_rate_total,literacy_rate_male,literacy_rate_female,population_0_14,population_15_64,population_65plus,child_dependency_ratio,elderly_dependency_ratio,total_dependency_ratio,population_5plus_total,population_5plus_male,population_5plus_female,education_level_illiterate_male,education_level_illiterate_female,education_level_early_childhood_male,education_level_early_childhood_female,education_level_basic_level_male,education_level_basic_level_female,education_level_secondary_male,education_level_secondary_female,education_level_higher_education_male,education_level_higher_education_female,education_level_other_male,education_level_other_female,education_level_illiterate_pc_total,education_level_illiterate_pc_male,education_level_illiterate_pc_female,education_level_early_childhood_pc_total,education_level_early_childhood_pc_male,education_level_early_childhood_pc_female,education_level_basic_level_pc_total,education_level_basic_level_pc_male,education_level_basic_level_pc_female,education_level_secondary_pc_total,education_level_secondary_pc_male,education_level_secondary_pc_female,education_level_higher_education_pc_total,education_level_higher_education_pc_male,education_level_higher_education_pc_female,education_level_other_pc_total,education_level_other_pc_male,education_level_other_pc_female,population_urban,population_peri_urban,population_rural,population_pc_urban,population_pc_peri_urban,population_pc_rural,population_20_24_total,population_20_24_male,population_20_24_female,population_married_before_18_total,population_married_before_18_male,population_married_before_18_female,child_marriage_rate_total,child_marriage_rate_male,child_marriage_rate_female,total_population,population_with_disabilities,population_without_disabilities,population_disability_not_reported,disability_prevlance_rate,population_density
Gandaki,Syangja,Phedikhola,NP04,NP0441,NP0441402,3165,10899,5012,5887,3.4436018957345973,85.13674197384067,9358,4155,5203,3292,1599,1693,309,212,97,2531,897,1634,3173,1423,1750,53,24,29,10899,683,858,905,931,826,762,693,708,658,587,631,605,591,536,402,274,138,76,25,10,5012,375,482,471,471,369,290,286,313,268,241,277,263,243,248,170,117,76,37,13,2,5887,308,376,434,460,457,472,407,395,390,346,354,342,348,288,232,157,62,39,12,8,2320,1233,1087,1203,1054,22,26,5,3,97.28,97.57,96.96,2.07,1.78,2.39,0.34,0.41,0.28,8453,3684,4769,6512,3249,3263,77.04,88.19,68.42,2446,6992,1461,34.98,20.9,55.88,10216,4637,5579,454,1512,118,89,1898,1785,1741,1697,315,261,111,235,19.24,9.79,27.1,2.03,2.54,1.6,36.05,40.93,31.99,33.65,37.55,30.42,5.64,6.79,4.68,3.39,2.39,4.21,0,0,10899,0,0,100,826,369,457,85,7,78,10.29,1.9,17.07,10899,289,10607,3,2.65,NA
Gandaki,Syangja,Aandhikhola,NP04,NP0441,NP0441401,3992,13094,5955,7139,3.280060120240481,83.41504412382686,11233,4992,6241,3609,1924,1685,206,153,53,2918,1113,1805,4460,1786,2674,40,16,24,13094,882,979,1032,1176,955,822,749,731,720,755,869,781,780,642,504,347,233,86,36,15,5955,462,501,518,595,434,358,287,298,273,272,385,330,375,287,242,158,121,40,14,5,7139,420,478,514,581,521,464,462,433,447,483,484,451,405,355,262,189,112,46,22,10,2744,1385,1359,1316,1305,50,40,13,10,95.52,95.02,96.03,3.28,3.61,2.94,0.84,0.94,0.74,10201,4474,5727,7333,3759,3574,71.89,84.02,62.41,2893,8338,1863,34.7,22.34,57.04,12212,5493,6719,727,2163,149,153,2121,2135,2092,1878,270,196,134,194,23.67,13.24,32.19,2.47,2.71,2.28,34.85,38.61,31.78,32.51,38.08,27.95,3.82,4.92,2.92,2.69,2.44,2.89,0,0,13094,0,0,100,955,434,521,114,7,107,11.94,1.61,20.54,13094,541,12547,6,4.13,NA
Gandaki,Syangja,Arjun Choupari,NP04,NP0441,NP0441403,3808,14045,6472,7573,3.6882878151260505,85.46150798890795,11956,5360,6596,5406,2561,2845,476,237,239,4203,1776,2427,1832,773,1059,39,13,26,14045,968,1121,1204,1413,1185,1000,828,792,763,789,827,775,749,570,469,325,161,70,26,10,6472,510,602,591,721,527,439,338,307,308,305,369,345,358,269,199,157,79,35,10,3,7573,458,519,613,692,658,561,490,485,455,484,458,430,391,301,270,168,82,35,16,7,3186,1621,1565,1547,1505,55,50,17,6,95.79,95.43,96.17,3.3,3.39,3.19,0.72,1.05,0.38,10752,4769,5983,8107,4129,3978,75.4,86.58,66.49,3293,9121,1631,36.1,17.88,53.99,13077,5962,7115,680,2034,167,162,2523,2442,2197,2054,263,202,132,221,20.75,11.41,28.59,2.52,2.8,2.28,37.97,42.32,34.32,32.51,36.85,28.87,3.56,4.41,2.84,2.7,2.21,3.11,0,1961,12084,0,13.96,86.04,1185,527,658,164,11,153,13.84,2.09,23.25,14045,469,13566,10,3.34,NA
Gandaki,Syangja,Bhirkot,NP04,NP0441,NP0441302,6171,22645,10267,12378,3.6695835358936963,82.94554855388593,19387,8597,10790,8041,3760,4281,795,452,343,3558,1315,2243,6817,2997,3820,176,73,103,22645,1455,1803,2048,2195,1834,1681,1427,1459,1398,1305,1303,1087,1053,945,802,458,231,96,41,24,10267,753,917,1067,1119,826,645,581,568,564,556,573,466,478,404,340,231,98,49,21,11,12378,702,886,981,1076,1008,1036,846,891,834,749,730,621,575,541,462,227,133,47,20,13,5177,2664,2513,2540,2404,86,78,20,19,95.5,95.35,95.66,3.17,3.23,3.1,0.75,0.75,0.76,17339,7530,9809,13782,6687,7095,79.49,88.8,72.33,5306,14742,2597,35.99,17.62,53.61,21190,9514,11676,857,2722,278,211,3977,4113,3675,3701,427,397,300,532,16.89,9.01,23.31,2.31,2.92,1.81,38.18,41.8,35.23,34.81,38.63,31.7,3.89,4.49,3.4,3.93,3.15,4.56,0,13182,9463,0,58.21,41.79,1834,826,1008,200,14,186,10.91,1.69,18.45,22645,663,21941,41,2.93,NA
Gandaki,Syangja,Biruwa,NP04,NP0441,NP0441404,3954,14001,6591,7410,3.540971168437026,88.94736842105263,12344,5709,6635,8305,3849,4456,189,98,91,2031,909,1122,1644,774,870,175,79,96,14001,765,892,992,1184,1149,1009,887,792,779,821,962,852,868,768,576,334,214,98,43,16,6591,415,467,500,597,536,463,418,360,306,341,428,403,396,350,254,175,99,59,18,6,7410,350,425,492,587,613,546,469,432,473,480,534,449,472,418,322,159,115,39,25,10,2594,1327,1267,1248,1201,57,47,13,13,94.41,94.05,94.79,4.01,4.3,3.71,1,0.98,1.03,11352,5209,6143,8635,4553,4082,76.07,87.41,66.45,2649,9303,2049,28.47,22.03,50.5,13236,6176,7060,669,2065,123,112,2602,2308,2342,2014,189,160,251,401,20.66,10.83,29.25,1.78,1.99,1.59,37.1,42.13,32.69,32.91,37.92,28.53,2.64,3.06,2.27,4.93,4.06,5.68,0,0,14001,0,0,100,1149,536,613,139,13,126,12.1,2.43,20.55,14001,518,13475,8,3.7,NA
Gandaki,Syangja,Harinas,NP04,NP0441,NP0441405,3582,13191,6018,7173,3.6825795644891124,83.89795064826433,11301,5026,6275,5124,2483,2641,304,147,157,3106,1143,1963,2744,1247,1497,23,6,17,13191,881,1009,1058,1166,1041,969,852,748,699,730,767,718,704,640,527,357,189,72,44,20,6018,466,526,500,561,484,406,358,309,281,297,332,327,316,284,243,157,106,32,25,8,7173,415,483,558,605,557,563,494,439,418,433,435,391,388,356,284,200,83,40,19,12,2755,1352,1403,1280,1321,61,67,5,14,94.41,94.67,94.16,4.65,4.51,4.78,0.69,0.37,1,10243,4526,5717,7631,3863,3768,74.5,85.35,65.91,2948,8394,1849,35.12,22.03,57.15,12310,5552,6758,687,1975,151,115,2485,2298,1823,1812,146,127,260,431,21.62,12.37,29.22,2.16,2.72,1.7,38.85,44.76,34,29.53,32.84,26.81,2.22,2.63,1.88,5.61,4.68,6.38,0,0,13191,0,0,100,1041,484,557,158,17,141,15.18,3.51,25.31,13191,510,12677,4,3.87,NA
Gandaki,Syangja,Chapakot,NP04,NP0441,NP0441305,6251,22969,10416,12553,3.6744520876659736,82.97618099259141,19480,8529,10951,9074,4058,5016,1165,607,558,3772,1463,2309,5404,2370,3034,65,31,34,22969,1582,1907,2055,2180,1908,1796,1524,1373,1240,1251,1374,1206,1093,941,719,442,222,89,46,21,10416,854,1033,1027,1019,838,711,635,559,496,503,595,530,497,439,316,189,104,42,18,11,12553,728,874,1028,1161,1070,1085,889,814,744,748,779,676,596,502,403,253,118,47,28,10,5230,2662,2568,2526,2450,102,89,28,26,95.14,94.89,95.4,3.65,3.83,3.47,1.03,1.05,1.01,17425,7502,9923,13187,6382,6805,75.68,85.07,68.58,5544,14945,2480,37.1,16.59,53.69,21387,9562,11825,1148,3145,290,230,4199,4118,3303,3537,384,368,238,427,20.07,12.01,26.6,2.43,3.03,1.95,38.89,43.91,34.82,31.98,34.54,29.91,3.52,4.02,3.11,3.11,2.49,3.61,7216,0,15753,31.42,0,68.58,1908,838,1070,279,29,250,14.62,3.46,23.36,22969,566,22385,18,2.46,NA
Gandaki,Syangja,Walling,NP04,NP0441,NP0441304,13424,50488,23482,27006,3.761025029797378,86.9510479152781,43108,19519,23589,16745,8604,8141,1918,986,932,9186,3494,5692,14820,6262,8558,439,173,266,50488,3313,4067,4180,4955,4597,4206,3906,3305,3061,2759,2778,2335,2136,1821,1405,864,489,201,63,47,23482,1782,2181,2188,2517,2111,1713,1667,1411,1250,1179,1236,1037,984,817,632,397,223,107,30,20,27006,1531,1886,1992,2438,2486,2493,2239,1894,1811,1580,1542,1298,1152,1004,773,467,266,94,33,27,11113,5832,5281,5598,5054,171,169,49,43,95.85,95.99,95.7,3.06,2.93,3.2,0.83,0.84,0.81,38928,17331,21597,31249,15415,15834,80.27,88.94,73.32,11560,34038,4890,33.96,14.37,48.33,47175,21700,25475,1989,5818,635,522,8189,8012,8934,9124,1369,1282,584,717,16.55,9.17,22.84,2.45,2.93,2.05,34.34,37.74,31.45,38.28,41.17,35.82,5.62,6.31,5.03,2.76,2.69,2.81,8566,24124,17798,16.97,47.78,35.25,4597,2111,2486,434,41,393,9.44,1.94,15.81,50488,1246,49207,35,2.47,NA
Gandaki,Syangja,Galyang,NP04,NP0441,NP0441303,7933,31034,14154,16880,3.912013109794529,83.85071090047393,26274,11690,14584,13751,6363,7388,1417,725,692,4173,1695,2478,6639,2804,3835,294,103,191,31034,2309,2451,2482,3150,2794,2535,2107,1916,1802,1654,1751,1528,1399,1162,870,589,339,135,41,20,14154,1187,1277,1282,1536,1198,1053,904,808,738,686,723,676,615,535,400,275,161,71,20,9,16880,1122,1174,1200,1614,1596,1482,1203,1108,1064,968,1028,852,784,627,470,314,178,64,21,11,6754,3446,3308,3289,3161,125,115,21,22,95.5,95.44,95.56,3.55,3.63,3.48,0.64,0.61,0.67,23792,10408,13384,19123,9233,9890,80.38,88.71,73.89,7242,20636,3156,35.09,15.29,50.39,28725,12967,15758,1210,3530,392,355,5328,5354,5024,5361,697,673,316,485,16.5,9.33,22.4,2.6,3.02,2.25,37.19,41.09,33.98,36.15,38.74,34.02,4.77,5.38,4.27,2.79,2.44,3.08,5158,6334,19542,16.62,20.41,62.97,2794,1198,1596,268,22,246,9.59,1.84,15.41,31034,606,30408,20,1.95,NA
Gandaki,Syangja,Kaligandaki,NP04,NP0441,NP0441406,4762,17955,8144,9811,3.77047459050819,83.00886759759453,15329,6728,8601,5651,2787,2864,915,501,414,3864,1365,2499,4834,2053,2781,65,22,43,17955,1226,1400,1473,1580,1508,1400,1231,1162,1055,963,1021,919,890,795,583,380,229,89,38,13,8144,671,745,755,741,646,559,524,470,456,410,417,390,388,354,264,181,113,40,14,6,9811,555,655,718,839,862,841,707,692,599,553,604,529,502,441,319,199,116,49,24,7,3796,1939,1857,1860,1751,63,83,13,18,95.13,95.93,94.29,3.85,3.25,4.47,0.82,0.67,0.97,13856,5973,7883,10936,5218,5718,78.93,87.36,72.54,4099,11729,2127,34.95,18.13,53.08,16729,7473,9256,784,2194,225,192,3156,3239,2790,2989,327,309,191,333,17.8,10.49,23.7,2.49,3.01,2.07,38.23,42.23,34.99,34.54,37.33,32.29,3.8,4.38,3.34,3.13,2.56,3.6,7369,0,10586,41.04,0,58.96,1508,646,862,149,13,136,9.88,2.01,15.78,17955,331,17598,26,1.84,NA
Gandaki,Parbat,Modi,NP04,NP0442,NP0442402,5404,18794,8853,9941,3.4777942264988897,89.05542701941455,15943,7293,8650,7756,3841,3915,521,268,253,2699,1014,1685,4854,2120,2734,113,50,63,18794,1277,1574,1713,1580,1443,1422,1229,1131,1130,991,1184,953,952,812,654,426,183,83,39,18,8853,697,863,898,786,679,593,505,477,473,442,507,429,428,381,318,221,90,42,17,7,9941,580,711,815,794,764,829,724,654,657,549,677,524,524,431,336,205,93,41,22,11,4253,2243,2010,2139,1925,75,63,20,19,95.56,95.36,95.77,3.24,3.34,3.13,0.92,0.89,0.95,14230,6395,7835,10380,5318,5062,72.94,83.16,64.61,4564,12015,2215,37.99,18.44,56.42,17517,8156,9361,1113,2796,283,229,3234,2974,2996,2844,309,206,221,312,22.32,13.65,29.87,2.92,3.47,2.45,35.44,39.65,31.77,33.34,36.73,30.38,2.94,3.79,2.2,3.04,2.71,3.33,6655,0,12139,35.41,0,64.59,1443,679,764,170,18,152,11.78,2.65,19.9,18794,728,17996,70,3.87,NA
Gandaki,Parbat,Jaljala,NP04,NP0442,NP0442401,5961,21119,10075,11044,3.5428619359167923,91.22600507062658,17832,8319,9513,7292,3884,3408,433,230,203,3484,1382,2102,6581,2803,3778,42,20,22,21119,1489,1798,2009,2104,1970,1692,1464,1469,1256,1115,1111,958,862,694,478,326,190,83,34,17,10075,800,956,1066,1081,949,727,608,609,560,496,530,444,396,321,235,150,85,41,14,7,11044,689,842,943,1023,1021,965,856,860,696,619,581,514,466,373,243,176,105,42,20,10,5053,2644,2409,2502,2263,79,89,49,41,94.3,94.63,93.94,3.32,2.99,3.69,1.78,1.85,1.7,15823,7253,8570,12036,6177,5859,76.07,85.16,68.37,5296,14001,1822,37.83,13.01,50.84,19630,9275,10355,1142,2762,275,232,3824,3479,3432,3172,384,295,218,415,19.89,12.31,26.67,2.58,2.96,2.24,37.2,41.23,33.6,33.64,37,30.63,3.46,4.14,2.85,3.22,2.35,4.01,4197,5080,11842,19.87,24.05,56.07,1970,949,1021,294,45,249,14.92,4.74,24.39,21119,606,20500,13,2.87,NA
Gandaki,Parbat,Kushma,NP04,NP0442,NP0442301,10962,38101,17853,20248,3.4757343550447,88.17167127617542,32025,14598,17427,13470,6940,6530,1495,719,776,6127,2330,3797,10596,4493,6103,337,116,221,38101,2659,3417,3555,3558,3080,3017,2864,2468,2335,2082,2099,1756,1633,1248,995,688,399,151,71,26,17853,1423,1832,1861,1850,1347,1187,1213,1068,1010,923,992,793,741,580,430,301,185,74,33,10,20248,1236,1585,1694,1708,1733,1830,1651,1400,1325,1159,1107,963,892,668,565,387,214,77,38,16,9118,4811,4307,4569,4119,169,128,57,51,95.28,94.97,95.64,3.26,3.51,2.97,1.18,1.18,1.18,28470,12737,15733,22121,11077,11044,77.7,86.97,70.2,9631,24892,3578,38.69,14.37,53.07,35442,16430,19012,1750,4741,531,441,6097,5876,6477,6620,1189,798,386,536,18.31,10.65,24.94,2.74,3.23,2.32,33.78,37.11,30.91,36.95,39.42,34.82,5.61,7.24,4.2,2.6,2.35,2.82,13055,12026,13020,34.26,31.56,34.17,3080,1347,1733,381,43,338,12.37,3.19,19.5,38101,985,37033,83,2.59,NA
Gandaki,Parbat,Phalebas,NP04,NP0442,NP0442302,5737,20468,9365,11103,3.5677183196792748,84.34657299828875,17359,7687,9672,4490,2450,2040,1292,764,528,5500,1915,3585,5934,2499,3435,143,59,84,20468,1432,1677,1794,1864,1624,1500,1282,1100,1106,1115,1281,1084,1083,914,693,499,240,109,44,27,9365,781,897,918,901,677,588,553,465,420,452,570,490,506,398,318,226,124,49,22,10,11103,651,780,876,963,947,912,729,635,686,663,711,594,577,516,375,273,116,60,22,17,4588,2353,2235,2214,2120,94,82,34,24,94.46,94.09,94.85,3.84,3.99,3.67,1.26,1.44,1.07,15565,6769,8796,11567,5782,5785,74.31,85.42,65.77,4903,13039,2526,37.6,19.37,56.98,19036,8584,10452,1048,3064,261,209,3061,3038,3533,3458,477,300,204,383,21.6,12.21,29.31,2.47,3.04,2,32.04,35.66,29.07,36.73,41.16,33.08,4.08,5.56,2.87,3.08,2.38,3.66,0,10391,10077,0,50.77,49.23,1624,677,947,228,23,205,14.04,3.4,21.65,20468,785,19634,49,3.84,NA
Gandaki,Parbat,Mahashila,NP04,NP0442,NP0442404,2057,8116,3808,4308,3.94555177442878,88.3936861652739,6853,3164,3689,3623,1667,1956,310,173,137,1164,484,680,1625,775,850,131,65,66,8116,591,672,679,798,703,648,509,480,461,369,469,372,385,346,275,193,95,47,21,3,3808,302,342,353,390,314,306,239,202,191,160,197,178,161,149,138,98,53,22,13,0,4308,289,330,326,408,389,342,270,278,270,209,272,194,224,197,137,95,42,25,8,3,1825,931,894,872,847,47,37,8,6,94.19,93.66,94.74,4.6,5.05,4.14,0.77,0.86,0.67,6174,2811,3363,4834,2468,2366,78.3,87.8,70.35,1942,5194,980,37.39,18.87,56.26,7525,3506,4019,355,1003,93,99,1414,1372,1414,1252,130,103,100,190,18.05,10.13,24.96,2.55,2.65,2.46,37.02,40.33,34.14,35.43,40.33,31.15,3.1,3.71,2.56,3.85,2.85,4.73,0,0,8116,0,0,100,703,314,389,112,12,100,15.93,3.82,25.71,8116,326,7774,16,4.02,NA
Gandaki,Parbat,Bihadi,NP04,NP0442,NP0442403,2723,10828,5113,5715,3.976496511200881,89.46631671041119,9081,4189,4892,3422,1717,1705,760,389,371,2267,874,1393,2446,1127,1319,186,82,104,10828,806,941,984,1050,993,816,685,636,548,517,628,503,536,436,318,233,117,65,14,2,5113,433,491,488,522,456,363,303,279,220,205,300,215,261,221,142,116,53,37,6,2,5715,373,450,496,528,537,453,382,357,328,312,328,288,275,215,176,117,64,28,8,0,2546,1292,1254,1208,1189,68,57,14,8,94.15,93.5,94.82,4.91,5.26,4.55,0.86,1.08,0.64,8097,3701,4396,6128,3132,2996,75.68,84.63,68.15,2731,6912,1185,39.51,17.14,56.66,10022,4680,5342,601,1434,126,103,1802,1742,1817,1697,219,170,115,196,20.31,12.84,26.84,2.28,2.69,1.93,35.36,38.5,32.61,35.06,38.82,31.77,3.88,4.68,3.18,3.1,2.46,3.67,0,0,10828,0,0,100,993,456,537,151,23,128,15.21,5.04,23.84,10828,370,10428,30,3.42,NA
Gandaki,Parbat,Paiyu,NP04,NP0442,NP0442405,3268,12725,5929,6796,3.8938188494492043,87.24249558563861,10614,4814,5800,4811,2261,2550,409,220,189,2439,968,1471,2763,1276,1487,192,89,103,12725,1001,1110,1132,1225,1117,1000,888,726,692,612,693,633,592,471,374,221,150,56,21,11,5929,532,583,598,612,467,432,388,292,303,252,315,277,266,213,179,103,79,27,8,3,6796,469,527,534,613,650,568,500,434,389,360,378,356,326,258,195,118,71,29,13,8,2966,1553,1413,1444,1345,74,56,24,9,94.03,92.98,95.19,4.38,4.76,3.96,1.11,1.55,0.64,9482,4216,5266,7337,3632,3705,77.38,86.15,70.36,3243,8178,1304,39.66,15.95,55.6,11724,5397,6327,610,1558,154,128,2003,1972,2149,2203,291,272,190,194,18.49,11.3,24.62,2.41,2.85,2.02,33.9,37.11,31.17,37.12,39.82,34.82,4.8,5.39,4.3,3.28,3.52,3.07,0,0,12725,0,0,100,1117,467,650,160,14,146,14.32,3,22.46,12725,444,12276,5,3.49,NA
Gandaki,Baglung,Baglung,NP04,NP0443,NP0443303,15924,56102,26080,30022,3.5231097714142177,86.86962893877823,47655,21448,26207,15103,8341,6762,1828,918,910,11244,4060,7184,19189,8005,11184,291,124,167,56102,3677,4770,5257,5547,5005,4388,4158,3887,3583,3004,3051,2371,2162,1889,1460,1026,515,215,96,41,26080,2012,2620,2832,2753,2146,1740,1748,1594,1508,1338,1396,1048,980,825,660,463,263,97,42,15,30022,1665,2150,2425,2794,2859,2648,2410,2293,2075,1666,1655,1323,1182,1064,800,563,252,118,54,26,13282,7105,6177,6780,5944,222,161,71,54,95.8,95.43,96.23,2.88,3.12,2.61,0.94,1,0.87,42398,18616,23782,34030,16662,17368,80.26,89.5,73.03,13704,37156,5242,36.88,14.11,50.99,52425,24068,28357,2077,6492,803,634,8919,8658,9931,10107,1764,1457,574,1009,16.35,8.63,22.89,2.74,3.34,2.24,33.53,37.06,30.53,38.22,41.26,35.64,6.14,7.33,5.14,3.02,2.38,3.56,21893,24217,9992,39.02,43.17,17.81,5005,2146,2859,543,66,477,10.85,3.08,16.68,56102,1535,54532,35,2.74,NA
Gandaki,Baglung,Kathekhola,NP04,NP0443,NP0443405,5892,22526,10256,12270,3.8231500339443314,83.58598207008964,18886,8313,10573,6780,3279,3501,734,403,331,5861,2187,3674,5435,2405,3030,76,39,37,22526,1680,1960,2007,2079,1977,1739,1469,1259,1191,1208,1322,1132,1083,874,675,469,232,89,55,26,10256,916,1027,1037,1009,884,692,605,478,471,433,546,519,509,407,312,219,122,38,25,7,12270,764,933,970,1070,1093,1047,864,781,720,775,776,613,574,467,363,250,110,51,30,19,5164,2648,2516,2490,2366,120,100,33,41,94.04,94.03,94.04,4.26,4.53,3.97,1.43,1.25,1.63,16879,7276,9603,12470,6053,6417,73.88,83.19,66.82,5647,14459,2420,39.06,16.74,55.79,20846,9340,11506,1260,3227,294,257,3864,3615,3239,3305,321,356,362,746,21.52,13.49,28.05,2.64,3.15,2.23,35.88,41.37,31.42,31.39,34.68,28.72,3.25,3.44,3.09,5.32,3.88,6.48,6394,2504,13628,28.38,11.12,60.5,1977,884,1093,265,25,240,13.4,2.83,21.96,22526,656,21863,7,2.91,NA
Gandaki,Baglung,Tarakhola,NP04,NP0443,NP0443404,2337,10120,4922,5198,4.330338040222507,94.69026548672566,8441,4028,4413,4254,2164,2090,326,202,124,2298,899,1399,1529,747,782,34,16,18,10120,773,906,998,1010,933,790,686,563,578,539,607,420,440,329,240,167,80,37,13,11,4922,410,484,523,518,471,356,310,261,228,225,290,202,215,159,111,86,41,22,6,4,5198,363,422,475,492,462,434,376,302,350,314,317,218,225,170,129,81,39,15,7,7,2495,1314,1181,1250,1136,48,40,12,2,95.63,95.13,96.19,3.53,3.65,3.39,0.56,0.91,0.17,7443,3505,3938,5810,3000,2810,78.06,85.59,71.36,2677,6566,877,40.77,13.36,54.13,9347,4512,4835,517,1133,127,120,2172,1914,1453,1231,98,86,145,351,17.65,11.46,23.43,2.64,2.81,2.48,43.71,48.14,39.59,28.72,32.2,25.46,1.97,2.17,1.78,5.31,3.21,7.26,0,0,10120,0,0,100,933,471,462,148,24,124,15.86,5.1,26.84,10120,342,9777,1,3.38,NA
Gandaki,Baglung,Tamankhola,NP04,NP0443,NP0443402,2611,9982,4593,5389,3.8230563002680964,85.22917053256633,8058,3613,4445,2809,1425,1384,148,95,53,2497,939,1558,2567,1135,1432,37,19,18,9982,868,1056,1095,928,889,732,535,585,510,493,473,422,457,344,272,175,77,46,16,9,4593,450,530,538,452,375,309,218,240,200,216,229,184,216,155,119,82,42,23,8,7,5389,418,526,557,476,514,423,317,345,310,277,244,238,241,189,153,93,35,23,8,2,2746,1359,1387,1272,1293,75,73,10,11,93.41,93.6,93.22,5.39,5.52,5.26,0.76,0.74,0.79,6963,3075,3888,4840,2388,2452,69.51,77.66,63.07,3019,6024,939,50.12,15.59,65.7,9114,4143,4971,736,1482,149,157,2154,2173,890,839,74,60,140,260,24.34,17.76,29.81,3.36,3.6,3.16,47.48,51.99,43.71,18.97,21.48,16.88,1.47,1.79,1.21,4.39,3.38,5.23,0,0,9982,0,0,100,889,375,514,161,16,145,18.11,4.27,28.21,9982,321,9638,23,3.22,NA
Gandaki,Baglung,Dhorpatan,NP04,NP0443,NP0443301,7485,30068,13967,16101,4.017100868403474,86.74616483448233,23232,10377,12855,8721,4370,4351,771,470,301,5895,2293,3602,7541,3108,4433,304,136,168,30068,3203,3633,3725,3168,2662,2371,2021,1719,1481,1213,1074,959,945,720,597,301,169,73,27,7,13967,1678,1912,1945,1501,1070,948,804,698,632,546,491,455,403,340,273,140,88,30,11,2,16101,1525,1721,1780,1667,1592,1423,1217,1021,849,667,583,504,542,380,324,161,81,43,16,5,9306,4827,4479,4498,4150,225,219,95,95,92.93,93.18,92.65,4.77,4.66,4.89,2.04,1.97,2.12,19507,8432,11075,14378,6960,7418,73.71,82.54,66.98,10561,17613,1894,59.96,10.75,70.71,26865,12289,14576,1592,3758,616,563,6467,6196,2986,3079,227,187,401,793,19.91,12.95,25.78,4.39,5.01,3.86,47.14,52.62,42.51,22.58,24.3,21.12,1.54,1.85,1.28,4.44,3.26,5.44,5868,0,24200,19.52,0,80.48,2662,1070,1592,565,88,477,21.22,8.22,29.96,30068,980,29072,16,3.26,NA
